ID,Species,Group,month,spe_month,Leaf_pro,Leaf_level,leaf_group
G21102803G4D18,Nomascus_concolor,G4,10,Nomascus_concolor_G4_10,0.033613445,A,low
G21102802G4D,Nomascus_concolor,G4,10,Nomascus_concolor_G4_10,0.033613445,A,low
G21101502G4B12,Nomascus_concolor,G4,10,Nomascus_concolor_G4_10,0.033613445,A,low
G21101501G4B15,Nomascus_concolor,G4,10,Nomascus_concolor_G4_10,0.033613445,A,low
G21112501G4C12,Nomascus_concolor,G4,11,Nomascus_concolor_G4_11,0.064841499,A,low
G21082901G5M3,Nomascus_concolor,G5,8,Nomascus_concolor_G5_8,0.04189044,A,low
G21122001G6B,Nomascus_concolor,G6,12,Nomascus_concolor_G6_12,0.16728281,B,middle
G21052504G4B16,Nomascus_concolor,G4,5,Nomascus_concolor_G4_5,0.14612868,B,middle
G21061901G4D19,Nomascus_concolor,G4,6,Nomascus_concolor_G4_6,0.114519427,B,middle
G21062501G4D16,Nomascus_concolor,G4,6,Nomascus_concolor_G4_6,0.114519427,B,middle
G21062601G4D16,Nomascus_concolor,G4,6,Nomascus_concolor_G4_6,0.114519427,B,middle
G21121502G4B15,Nomascus_concolor,G4,12,Nomascus_concolor_G4_12,0.16728281,B,middle
G21121503G4B12,Nomascus_concolor,G4,12,Nomascus_concolor_G4_12,0.16728281,B,middle
G21120502G4D,Nomascus_concolor,G4,12,Nomascus_concolor_G4_12,0.16728281,B,middle
G22021303G6A,Nomascus_concolor,G6,2,Nomascus_concolor_G6_2,0.148779103,B,middle
G22020802G6M2,Nomascus_concolor,G6,2,Nomascus_concolor_G6_2,0.148779103,B,middle
G22020803G6A,Nomascus_concolor,G6,2,Nomascus_concolor_G6_2,0.148779103,B,middle
G21122901G6M2,Nomascus_concolor,G6,12,Nomascus_concolor_G6_12,0.16728281,B,middle
G21122201G6M2,Nomascus_concolor,G6,12,Nomascus_concolor_G6_12,0.16728281,B,middle
G21121301G5A,Nomascus_concolor,G5,12,Nomascus_concolor_G5_12,0.16728281,B,middle
G21122302G4M2,Nomascus_concolor,G4,12,Nomascus_concolor_G4_12,0.16728281,B,middle
G21121501G4D,Nomascus_concolor,G4,12,Nomascus_concolor_G4_12,0.16728281,B,middle
G22020905G4M2,Nomascus_concolor,G4,2,Nomascus_concolor_G4_2,0.148779103,B,middle
G22020901G4B12,Nomascus_concolor,G4,2,Nomascus_concolor_G4_2,0.148779103,B,middle
G21121504G4B15,Nomascus_concolor,G4,12,Nomascus_concolor_G4_12,0.16728281,B,middle
G21122103G4D18,Nomascus_concolor,G4,12,Nomascus_concolor_G4_12,0.16728281,B,middle
G22020902G4B15,Nomascus_concolor,G4,2,Nomascus_concolor_G4_2,0.148779103,B,middle
G22020903G4C12,Nomascus_concolor,G4,2,Nomascus_concolor_G4_2,0.148779103,B,middle
G21122101G4D15,Nomascus_concolor,G4,12,Nomascus_concolor_G4_12,0.16728281,B,middle
G21122102G4D,Nomascus_concolor,G4,12,Nomascus_concolor_G4_12,0.16728281,B,middle
G21120601G4C12,Nomascus_concolor,G4,12,Nomascus_concolor_G4_12,0.16728281,B,middle
G22020904G4B19,Nomascus_concolor,G4,2,Nomascus_concolor_G4_2,0.148779103,B,middle
G21122003G4B15,Nomascus_concolor,G4,12,Nomascus_concolor_G4_12,0.16728281,B,middle
G21122002G4B12,Nomascus_concolor,G4,12,Nomascus_concolor_G4_12,0.16728281,B,middle
G21120602G4D,Nomascus_concolor,G4,12,Nomascus_concolor_G4_12,0.16728281,B,middle
G21120503G4C12,Nomascus_concolor,G4,12,Nomascus_concolor_G4_12,0.16728281,B,middle
G22021302G4D18,Nomascus_concolor,G4,2,Nomascus_concolor_G4_2,0.148779103,B,middle
G22021303G4B12,Nomascus_concolor,G4,2,Nomascus_concolor_G4_2,0.148779103,B,middle
G22020803G4D15,Nomascus_concolor,G4,2,Nomascus_concolor_G4_2,0.148779103,B,middle
G22020804G4C12,Nomascus_concolor,G4,2,Nomascus_concolor_G4_2,0.148779103,B,middle
G22020802G4M2,Nomascus_concolor,G4,2,Nomascus_concolor_G4_2,0.148779103,B,middle
G22020805G4B,Nomascus_concolor,G4,2,Nomascus_concolor_G4_2,0.148779103,B,middle
G22020402G6M2,Nomascus_concolor,G6,2,Nomascus_concolor_G6_2,0.148779103,B,middle
G21121503G6A13,Nomascus_concolor,G6,12,Nomascus_concolor_G6_12,0.16728281,B,middle
G22021402G6B,Nomascus_concolor,G6,2,Nomascus_concolor_G6_2,0.148779103,B,middle
G21122202G6A,Nomascus_concolor,G6,12,Nomascus_concolor_G6_12,0.16728281,B,middle
G22021102G6M2,Nomascus_concolor,G6,2,Nomascus_concolor_G6_2,0.148779103,B,middle
G22021101G4D,Nomascus_concolor,G4,2,Nomascus_concolor_G4_2,0.148779103,B,middle
G22021102G4C12,Nomascus_concolor,G4,2,Nomascus_concolor_G4_2,0.148779103,B,middle
G22021201G4D,Nomascus_concolor,G4,2,Nomascus_concolor_G4_2,0.148779103,B,middle
G21122301G4M2,Nomascus_concolor,G4,12,Nomascus_concolor_G4_12,0.16728281,B,middle
G22020203G6A,Nomascus_concolor,G6,2,Nomascus_concolor_G6_2,0.148779103,B,middle
G21122701G6M2,Nomascus_concolor,G6,12,Nomascus_concolor_G6_12,0.16728281,B,middle
G21120202G6B,Nomascus_concolor,G6,12,Nomascus_concolor_G6_12,0.16728281,B,middle
G22020301G6B16,Nomascus_concolor,G6,2,Nomascus_concolor_G6_2,0.148779103,B,middle
G22021401G6A19,Nomascus_concolor,G6,2,Nomascus_concolor_G6_2,0.148779103,B,middle
G21122601G6A16,Nomascus_concolor,G6,12,Nomascus_concolor_G6_12,0.16728281,B,middle
G21120304G6B16,Nomascus_concolor,G6,12,Nomascus_concolor_G6_12,0.16728281,B,middle
G21122004G4D,Nomascus_concolor,G4,12,Nomascus_concolor_G4_12,0.16728281,B,middle
G22021301G4D,Nomascus_concolor,G4,2,Nomascus_concolor_G4_2,0.148779103,B,middle
G21121501G6A,Nomascus_concolor,G6,12,Nomascus_concolor_G6_12,0.16728281,B,middle
G22020202G6A19,Nomascus_concolor,G6,2,Nomascus_concolor_G6_2,0.148779103,B,middle
G22021703G6A,Nomascus_concolor,G6,2,Nomascus_concolor_G6_2,0.148779103,B,middle
G21120301G6A19,Nomascus_concolor,G6,12,Nomascus_concolor_G6_12,0.16728281,B,middle
G21061902G4M2,Nomascus_concolor,G4,6,Nomascus_concolor_G4_6,0.114519427,B,middle
G21061904G4B09,Nomascus_concolor,G4,6,Nomascus_concolor_G4_6,0.114519427,B,middle
G21061905G4D,Nomascus_concolor,G4,6,Nomascus_concolor_G4_6,0.114519427,B,middle
G22020806G4B12,Nomascus_concolor,G4,2,Nomascus_concolor_G4_2,0.148779103,B,middle
G22021101G6M2,Nomascus_concolor,G6,2,Nomascus_concolor_G6_2,0.148779103,B,middle
G22020902G6B,Nomascus_concolor,G6,2,Nomascus_concolor_G6_2,0.148779103,B,middle
G21052506G4D,Nomascus_concolor,G4,5,Nomascus_concolor_G4_5,0.14612868,B,middle
G22021103G6B16,Nomascus_concolor,G6,2,Nomascus_concolor_G6_2,0.148779103,B,middle
G21062201G5M3,Nomascus_concolor,G5,6,Nomascus_concolor_G5_6,0.114519427,B,middle
G21062502G4B12,Nomascus_concolor,G4,6,Nomascus_concolor_G4_6,0.114519427,B,middle
G21051602G6B,Nomascus_concolor,G6,5,Nomascus_concolor_G6_5,0.14612868,B,middle
G21052001G6A13,Nomascus_concolor,G6,5,Nomascus_concolor_G6_5,0.14612868,B,middle
G21050401G6A,Nomascus_concolor,G6,5,Nomascus_concolor_G6_5,0.14612868,B,middle
G21050704G6M2,Nomascus_concolor,G6,5,Nomascus_concolor_G6_5,0.14612868,B,middle
G21050701G6A,Nomascus_concolor,G6,5,Nomascus_concolor_G6_5,0.14612868,B,middle
G21051302G6M2,Nomascus_concolor,G6,5,Nomascus_concolor_G6_5,0.14612868,B,middle
G21051902G6B16,Nomascus_concolor,G6,5,Nomascus_concolor_G6_5,0.14612868,B,middle
G21051903G6M2,Nomascus_concolor,G6,5,Nomascus_concolor_G6_5,0.14612868,B,middle
G21051301G6B16,Nomascus_concolor,G6,5,Nomascus_concolor_G6_5,0.14612868,B,middle
G21051601G6B,Nomascus_concolor,G6,5,Nomascus_concolor_G6_5,0.14612868,B,middle
G21052002G6M2,Nomascus_concolor,G6,5,Nomascus_concolor_G6_5,0.14612868,B,middle
G21052003G6A16,Nomascus_concolor,G6,5,Nomascus_concolor_G6_5,0.14612868,B,middle
G21051901G6B,Nomascus_concolor,G6,5,Nomascus_concolor_G6_5,0.14612868,B,middle
G21051101G6B16,Nomascus_concolor,G6,5,Nomascus_concolor_G6_5,0.14612868,B,middle
G21122701G4D15,Nomascus_concolor,G4,12,Nomascus_concolor_G4_12,0.16728281,B,middle
G21060101G5A,Nomascus_concolor,G5,6,Nomascus_concolor_G5_6,0.114519427,B,middle
G21060301G5A,Nomascus_concolor,G5,6,Nomascus_concolor_G5_6,0.114519427,B,middle
G21060302G5B,Nomascus_concolor,G5,6,Nomascus_concolor_G5_6,0.114519427,B,middle
G21060303G5M3,Nomascus_concolor,G5,6,Nomascus_concolor_G5_6,0.114519427,B,middle
G21051401G5B16,Nomascus_concolor,G5,5,Nomascus_concolor_G5_5,0.14612868,B,middle
G21053101G5B13,Nomascus_concolor,G5,5,Nomascus_concolor_G5_5,0.14612868,B,middle
G21051301G5A,Nomascus_concolor,G5,5,Nomascus_concolor_G5_5,0.14612868,B,middle
G21052701G5B13,Nomascus_concolor,G5,5,Nomascus_concolor_G5_5,0.14612868,B,middle
G21052103G5A,Nomascus_concolor,G5,5,Nomascus_concolor_G5_5,0.14612868,B,middle
D059,Hoolock_tianxing,TA,7,Hoolock_tianxing_TA_7,0.604347826,G,high
C039,Hoolock_tianxing,TB,7,Hoolock_tianxing_TB_7,0.611111111,G,high
C040,Hoolock_tianxing,TB,7,Hoolock_tianxing_TB_7,0.611111111,G,high
C041,Hoolock_tianxing,TB,7,Hoolock_tianxing_TB_7,0.611111111,G,high
B099,Hoolock_tianxing,TB,4,Hoolock_tianxing_TB_4,0.437810945,D,middle
C043,Hoolock_tianxing,TB,7,Hoolock_tianxing_TB_7,0.611111111,G,high
B100,Hoolock_tianxing,TB,4,Hoolock_tianxing_TB_4,0.437810945,D,middle
B065,Hoolock_tianxing,TB,3,Hoolock_tianxing_TB_3,0.554455446,F,middle
C042,Hoolock_tianxing,TB,7,Hoolock_tianxing_TB_7,0.611111111,G,high
C044,Hoolock_tianxing,TB,7,Hoolock_tianxing_TB_7,0.611111111,G,high
C045,Hoolock_tianxing,TB,7,Hoolock_tianxing_TB_7,0.611111111,G,high
B084,Hoolock_tianxing,TB,3,Hoolock_tianxing_TB_3,0.554455446,F,middle
B046,Hoolock_tianxing,TB,1,Hoolock_tianxing_TB_1,0.736842105,H,high
B066,Hoolock_tianxing,TB,3,Hoolock_tianxing_TB_3,0.554455446,F,middle
B048,Hoolock_tianxing,TB,2,Hoolock_tianxing_TB_2,0.770700637,H,high
B064,Hoolock_tianxing,TB,2,Hoolock_tianxing_TB_2,0.770700637,H,high
B049,Hoolock_tianxing,TB,2,Hoolock_tianxing_TB_2,0.770700637,H,high
B067,Hoolock_tianxing,TB,3,Hoolock_tianxing_TB_3,0.554455446,F,middle
B045,Hoolock_tianxing,TB,1,Hoolock_tianxing_TB_1,0.736842105,H,high
B044,Hoolock_tianxing,TB,1,Hoolock_tianxing_TB_1,0.736842105,H,high
B061,Hoolock_tianxing,TB,2,Hoolock_tianxing_TB_2,0.770700637,H,high
C037,Hoolock_tianxing,TB,7,Hoolock_tianxing_TB_7,0.611111111,G,high
B063,Hoolock_tianxing,TB,2,Hoolock_tianxing_TB_2,0.770700637,H,high
B050,Hoolock_tianxing,TB,2,Hoolock_tianxing_TB_2,0.770700637,H,high
B096,Hoolock_tianxing,TB,4,Hoolock_tianxing_TB_4,0.437810945,D,middle
C050,Hoolock_tianxing,TB,7,Hoolock_tianxing_TB_7,0.611111111,G,high
C051,Hoolock_tianxing,TB,7,Hoolock_tianxing_TB_7,0.611111111,G,high
X063,Hoolock_tianxing,TB,12,Hoolock_tianxing_TB_12,0.482758621,E,middle
B098,Hoolock_tianxing,TB,4,Hoolock_tianxing_TB_4,0.437810945,D,middle
B047,Hoolock_tianxing,TB,1,Hoolock_tianxing_TB_1,0.736842105,H,high
B097,Hoolock_tianxing,TB,4,Hoolock_tianxing_TB_4,0.437810945,D,middle
C046,Hoolock_tianxing,TB,7,Hoolock_tianxing_TB_7,0.611111111,G,high
X068,Hoolock_tianxing,TB,12,Hoolock_tianxing_TB_12,0.482758621,E,middle
X069,Hoolock_tianxing,TB,12,Hoolock_tianxing_TB_12,0.482758621,E,middle
B092,Hoolock_tianxing,TB,4,Hoolock_tianxing_TB_4,0.437810945,D,middle
C036,Hoolock_tianxing,TB,7,Hoolock_tianxing_TB_7,0.611111111,G,high
X057,Hoolock_tianxing,TB,12,Hoolock_tianxing_TB_12,0.482758621,E,middle
B068,Hoolock_tianxing,TB,3,Hoolock_tianxing_TB_3,0.554455446,F,middle
X058,Hoolock_tianxing,TB,12,Hoolock_tianxing_TB_12,0.482758621,E,middle
C035,Hoolock_tianxing,TB,7,Hoolock_tianxing_TB_7,0.611111111,G,high
X067,Hoolock_tianxing,TB,12,Hoolock_tianxing_TB_12,0.482758621,E,middle
B043,Hoolock_tianxing,TB,1,Hoolock_tianxing_TB_1,0.736842105,H,high
B040,Hoolock_tianxing,TB,1,Hoolock_tianxing_TB_1,0.736842105,H,high
B041,Hoolock_tianxing,TB,1,Hoolock_tianxing_TB_1,0.736842105,H,high
B042,Hoolock_tianxing,TB,1,Hoolock_tianxing_TB_1,0.736842105,H,high
B083,Hoolock_tianxing,TB,3,Hoolock_tianxing_TB_3,0.554455446,F,middle
B052,Hoolock_tianxing,TB,2,Hoolock_tianxing_TB_2,0.770700637,H,high
B080,Hoolock_tianxing,TB,3,Hoolock_tianxing_TB_3,0.554455446,F,middle
X066,Hoolock_tianxing,TB,12,Hoolock_tianxing_TB_12,0.482758621,E,middle
B095,Hoolock_tianxing,TB,4,Hoolock_tianxing_TB_4,0.437810945,D,middle
B091,Hoolock_tianxing,TB,4,Hoolock_tianxing_TB_4,0.437810945,D,middle
B058,Hoolock_tianxing,TB,2,Hoolock_tianxing_TB_2,0.770700637,H,high
B059,Hoolock_tianxing,TB,2,Hoolock_tianxing_TB_2,0.770700637,H,high
B081,Hoolock_tianxing,TB,3,Hoolock_tianxing_TB_3,0.554455446,F,middle
B082,Hoolock_tianxing,TB,3,Hoolock_tianxing_TB_3,0.554455446,F,middle
B035,Hoolock_tianxing,TB,1,Hoolock_tianxing_TB_1,0.736842105,H,high
B036,Hoolock_tianxing,TB,1,Hoolock_tianxing_TB_1,0.736842105,H,high
B037,Hoolock_tianxing,TB,1,Hoolock_tianxing_TB_1,0.736842105,H,high
B030,Hoolock_tianxing,TB,1,Hoolock_tianxing_TB_1,0.736842105,H,high
X055,Hoolock_tianxing,TB,12,Hoolock_tianxing_TB_12,0.482758621,E,middle
B039,Hoolock_tianxing,TB,1,Hoolock_tianxing_TB_1,0.736842105,H,high
B070,Hoolock_tianxing,TB,3,Hoolock_tianxing_TB_3,0.554455446,F,middle
B089,Hoolock_tianxing,TB,4,Hoolock_tianxing_TB_4,0.437810945,D,middle
B069,Hoolock_tianxing,TB,3,Hoolock_tianxing_TB_3,0.554455446,F,middle
B090,Hoolock_tianxing,TB,4,Hoolock_tianxing_TB_4,0.437810945,D,middle
B053,Hoolock_tianxing,TB,2,Hoolock_tianxing_TB_2,0.770700637,H,high
B055,Hoolock_tianxing,TB,2,Hoolock_tianxing_TB_2,0.770700637,H,high
B056,Hoolock_tianxing,TB,2,Hoolock_tianxing_TB_2,0.770700637,H,high
B057,Hoolock_tianxing,TB,2,Hoolock_tianxing_TB_2,0.770700637,H,high
X056,Hoolock_tianxing,TB,12,Hoolock_tianxing_TB_12,0.482758621,E,middle
X065,Hoolock_tianxing,TB,12,Hoolock_tianxing_TB_12,0.482758621,E,middle
B094,Hoolock_tianxing,TB,4,Hoolock_tianxing_TB_4,0.437810945,D,middle
B071,Hoolock_tianxing,TB,3,Hoolock_tianxing_TB_3,0.554455446,F,middle
B054,Hoolock_tianxing,TB,2,Hoolock_tianxing_TB_2,0.770700637,H,high
B038,Hoolock_tianxing,TB,1,Hoolock_tianxing_TB_1,0.736842105,H,high
B093,Hoolock_tianxing,TB,4,Hoolock_tianxing_TB_4,0.437810945,D,middle
B077,Hoolock_tianxing,TB,3,Hoolock_tianxing_TB_3,0.554455446,F,middle
B034,Hoolock_tianxing,TB,1,Hoolock_tianxing_TB_1,0.736842105,H,high
B079,Hoolock_tianxing,TB,3,Hoolock_tianxing_TB_3,0.554455446,F,middle
B033,Hoolock_tianxing,TB,1,Hoolock_tianxing_TB_1,0.736842105,H,high
B085,Hoolock_tianxing,TB,4,Hoolock_tianxing_TB_4,0.437810945,D,middle
B086,Hoolock_tianxing,TB,4,Hoolock_tianxing_TB_4,0.437810945,D,middle
C047,Hoolock_tianxing,TB,7,Hoolock_tianxing_TB_7,0.611111111,G,high
B031,Hoolock_tianxing,TB,1,Hoolock_tianxing_TB_1,0.736842105,H,high
B032,Hoolock_tianxing,TB,1,Hoolock_tianxing_TB_1,0.736842105,H,high
B072,Hoolock_tianxing,TB,3,Hoolock_tianxing_TB_3,0.554455446,F,middle
C049,Hoolock_tianxing,TB,7,Hoolock_tianxing_TB_7,0.611111111,G,high
C048,Hoolock_tianxing,TB,7,Hoolock_tianxing_TB_7,0.611111111,G,high
X062,Hoolock_tianxing,TB,12,Hoolock_tianxing_TB_12,0.482758621,E,middle
B088,Hoolock_tianxing,TB,4,Hoolock_tianxing_TB_4,0.437810945,D,middle
B087,Hoolock_tianxing,TB,4,Hoolock_tianxing_TB_4,0.437810945,D,middle
X059,Hoolock_tianxing,TB,12,Hoolock_tianxing_TB_12,0.482758621,E,middle
X060,Hoolock_tianxing,TB,12,Hoolock_tianxing_TB_12,0.482758621,E,middle
E032,Hoolock_tianxing,TA,6,Hoolock_tianxing_TA_6,0.683229814,G,high
E031,Hoolock_tianxing,TA,6,Hoolock_tianxing_TA_6,0.683229814,G,high
D013,Hoolock_tianxing,TA,5,Hoolock_tianxing_TA_5,0.544802867,F,middle
D078,Hoolock_tianxing,TA,8,Hoolock_tianxing_TA_8,0.490909091,E,middle
E028,Hoolock_tianxing,TA,6,Hoolock_tianxing_TA_6,0.683229814,G,high
E029,Hoolock_tianxing,TA,6,Hoolock_tianxing_TA_6,0.683229814,G,high
E030,Hoolock_tianxing,TA,6,Hoolock_tianxing_TA_6,0.683229814,G,high
D040,Hoolock_tianxing,TA,7,Hoolock_tianxing_TA_7,0.604347826,G,high
E033,Hoolock_tianxing,TA,6,Hoolock_tianxing_TA_6,0.683229814,G,high
D077,Hoolock_tianxing,TA,8,Hoolock_tianxing_TA_8,0.490909091,E,middle
D041,Hoolock_tianxing,TA,7,Hoolock_tianxing_TA_7,0.604347826,G,high
D074,Hoolock_tianxing,TA,8,Hoolock_tianxing_TA_8,0.490909091,E,middle
E034,Hoolock_tianxing,TA,6,Hoolock_tianxing_TA_6,0.683229814,G,high
D076,Hoolock_tianxing,TA,8,Hoolock_tianxing_TA_8,0.490909091,E,middle
D075,Hoolock_tianxing,TA,8,Hoolock_tianxing_TA_8,0.490909091,E,middle
D005,Hoolock_tianxing,TA,5,Hoolock_tianxing_TA_5,0.544802867,F,middle
D043,Hoolock_tianxing,TA,7,Hoolock_tianxing_TA_7,0.604347826,G,high
D004,Hoolock_tianxing,TA,5,Hoolock_tianxing_TA_5,0.544802867,F,middle
D042,Hoolock_tianxing,TA,7,Hoolock_tianxing_TA_7,0.604347826,G,high
D003,Hoolock_tianxing,TA,5,Hoolock_tianxing_TA_5,0.544802867,F,middle
D039,Hoolock_tianxing,TA,7,Hoolock_tianxing_TA_7,0.604347826,G,high
D044,Hoolock_tianxing,TA,7,Hoolock_tianxing_TA_7,0.604347826,G,high
D012,Hoolock_tianxing,TA,5,Hoolock_tianxing_TA_5,0.544802867,F,middle
D066,Hoolock_tianxing,TA,8,Hoolock_tianxing_TA_8,0.490909091,E,middle
D079,Hoolock_tianxing,TA,8,Hoolock_tianxing_TA_8,0.490909091,E,middle
D081,Hoolock_tianxing,TA,8,Hoolock_tianxing_TA_8,0.490909091,E,middle
D014,Hoolock_tianxing,TA,5,Hoolock_tianxing_TA_5,0.544802867,F,middle
D065,Hoolock_tianxing,TA,8,Hoolock_tianxing_TA_8,0.490909091,E,middle
D080,Hoolock_tianxing,TA,8,Hoolock_tianxing_TA_8,0.490909091,E,middle
D038,Hoolock_tianxing,TA,7,Hoolock_tianxing_TA_7,0.604347826,G,high
E025,Hoolock_tianxing,TA,6,Hoolock_tianxing_TA_6,0.683229814,G,high
E036,Hoolock_tianxing,TA,6,Hoolock_tianxing_TA_6,0.683229814,G,high
D015,Hoolock_tianxing,TA,5,Hoolock_tianxing_TA_5,0.544802867,F,middle
D070,Hoolock_tianxing,TA,8,Hoolock_tianxing_TA_8,0.490909091,E,middle
D030,Hoolock_tianxing,TA,5,Hoolock_tianxing_TA_5,0.544802867,F,middle
E023,Hoolock_tianxing,TA,6,Hoolock_tianxing_TA_6,0.683229814,G,high
E024,Hoolock_tianxing,TA,6,Hoolock_tianxing_TA_6,0.683229814,G,high
D037,Hoolock_tianxing,TA,7,Hoolock_tianxing_TA_7,0.604347826,G,high
E021,Hoolock_tianxing,TA,6,Hoolock_tianxing_TA_6,0.683229814,G,high
E022,Hoolock_tianxing,TA,6,Hoolock_tianxing_TA_6,0.683229814,G,high
D071,Hoolock_tianxing,TA,8,Hoolock_tianxing_TA_8,0.490909091,E,middle
D036,Hoolock_tianxing,TA,7,Hoolock_tianxing_TA_7,0.604347826,G,high
D032,Hoolock_tianxing,TA,5,Hoolock_tianxing_TA_5,0.544802867,F,middle
E004,Hoolock_tianxing,TA,6,Hoolock_tianxing_TA_6,0.683229814,G,high
E020,Hoolock_tianxing,TA,6,Hoolock_tianxing_TA_6,0.683229814,G,high
E019,Hoolock_tianxing,TA,6,Hoolock_tianxing_TA_6,0.683229814,G,high
E018,Hoolock_tianxing,TA,6,Hoolock_tianxing_TA_6,0.683229814,G,high
D063,Hoolock_tianxing,TA,8,Hoolock_tianxing_TA_8,0.490909091,E,middle
D064,Hoolock_tianxing,TA,8,Hoolock_tianxing_TA_8,0.490909091,E,middle
D033,Hoolock_tianxing,TA,5,Hoolock_tianxing_TA_5,0.544802867,F,middle
D067,Hoolock_tianxing,TA,8,Hoolock_tianxing_TA_8,0.490909091,E,middle
D068,Hoolock_tianxing,TA,8,Hoolock_tianxing_TA_8,0.490909091,E,middle
D073,Hoolock_tianxing,TA,8,Hoolock_tianxing_TA_8,0.490909091,E,middle
D069,Hoolock_tianxing,TA,8,Hoolock_tianxing_TA_8,0.490909091,E,middle
A078,Hoolock_tianxing,TA,3,Hoolock_tianxing_TA_3,0.525,F,middle
A079,Hoolock_tianxing,TA,3,Hoolock_tianxing_TA_3,0.525,F,middle
D062,Hoolock_tianxing,TA,8,Hoolock_tianxing_TA_8,0.490909091,E,middle
E026,Hoolock_tianxing,TA,6,Hoolock_tianxing_TA_6,0.683229814,G,high
D001,Hoolock_tianxing,TA,5,Hoolock_tianxing_TA_5,0.544802867,F,middle
D002,Hoolock_tianxing,TA,5,Hoolock_tianxing_TA_5,0.544802867,F,middle
D034,Hoolock_tianxing,TA,7,Hoolock_tianxing_TA_7,0.604347826,G,high
D011,Hoolock_tianxing,TA,5,Hoolock_tianxing_TA_5,0.544802867,F,middle
D010,Hoolock_tianxing,TA,5,Hoolock_tianxing_TA_5,0.544802867,F,middle
D035,Hoolock_tianxing,TA,7,Hoolock_tianxing_TA_7,0.604347826,G,high
E017,Hoolock_tianxing,TA,6,Hoolock_tianxing_TA_6,0.683229814,G,high
D009,Hoolock_tianxing,TA,5,Hoolock_tianxing_TA_5,0.544802867,F,middle
E027,Hoolock_tianxing,TA,6,Hoolock_tianxing_TA_6,0.683229814,G,high
E035,Hoolock_tianxing,TA,6,Hoolock_tianxing_TA_6,0.683229814,G,high
A084,Hoolock_tianxing,TA,3,Hoolock_tianxing_TA_3,0.525,F,middle
D072,Hoolock_tianxing,TA,8,Hoolock_tianxing_TA_8,0.490909091,E,middle
E001,Hoolock_tianxing,TA,6,Hoolock_tianxing_TA_6,0.683229814,G,high
D028,Hoolock_tianxing,TA,5,Hoolock_tianxing_TA_5,0.544802867,F,middle
D029,Hoolock_tianxing,TA,5,Hoolock_tianxing_TA_5,0.544802867,F,middle
D008,Hoolock_tianxing,TA,5,Hoolock_tianxing_TA_5,0.544802867,F,middle
D046,Hoolock_tianxing,TA,7,Hoolock_tianxing_TA_7,0.604347826,G,high
E002,Hoolock_tianxing,TA,6,Hoolock_tianxing_TA_6,0.683229814,G,high
D006,Hoolock_tianxing,TA,5,Hoolock_tianxing_TA_5,0.544802867,F,middle
D007,Hoolock_tianxing,TA,5,Hoolock_tianxing_TA_5,0.544802867,F,middle
E003,Hoolock_tianxing,TA,6,Hoolock_tianxing_TA_6,0.683229814,G,high
A080,Hoolock_tianxing,TA,3,Hoolock_tianxing_TA_3,0.525,F,middle
A077,Hoolock_tianxing,TA,3,Hoolock_tianxing_TA_3,0.525,F,middle
A034,Hoolock_tianxing,TA,1,Hoolock_tianxing_TA_1,0.879245283,I,high
A035,Hoolock_tianxing,TA,1,Hoolock_tianxing_TA_1,0.879245283,I,high
A083,Hoolock_tianxing,TA,3,Hoolock_tianxing_TA_3,0.525,F,middle
A076,Hoolock_tianxing,TA,3,Hoolock_tianxing_TA_3,0.525,F,middle
D027,Hoolock_tianxing,TA,5,Hoolock_tianxing_TA_5,0.544802867,F,middle
A096,Hoolock_tianxing,TA,3,Hoolock_tianxing_TA_3,0.525,F,middle
A025,Hoolock_tianxing,TA,1,Hoolock_tianxing_TA_1,0.879245283,I,high
A026,Hoolock_tianxing,TA,1,Hoolock_tianxing_TA_1,0.879245283,I,high
A030,Hoolock_tianxing,TA,1,Hoolock_tianxing_TA_1,0.879245283,I,high
E005,Hoolock_tianxing,TA,6,Hoolock_tianxing_TA_6,0.683229814,G,high
A029,Hoolock_tianxing,TA,1,Hoolock_tianxing_TA_1,0.879245283,I,high
D016,Hoolock_tianxing,TA,5,Hoolock_tianxing_TA_5,0.544802867,F,middle
A082,Hoolock_tianxing,TA,3,Hoolock_tianxing_TA_3,0.525,F,middle
A081,Hoolock_tianxing,TA,3,Hoolock_tianxing_TA_3,0.525,F,middle
A036,Hoolock_tianxing,TA,1,Hoolock_tianxing_TA_1,0.879245283,I,high
A046,Hoolock_tianxing,TA,2,Hoolock_tianxing_TA_2,0.844660194,I,high
A075,Hoolock_tianxing,TA,3,Hoolock_tianxing_TA_3,0.525,F,middle
A051,Hoolock_tianxing,TA,2,Hoolock_tianxing_TA_2,0.844660194,I,high
A048,Hoolock_tianxing,TA,2,Hoolock_tianxing_TA_2,0.844660194,I,high
A095,Hoolock_tianxing,TA,3,Hoolock_tianxing_TA_3,0.525,F,middle
A037,Hoolock_tianxing,TA,1,Hoolock_tianxing_TA_1,0.879245283,I,high
A049,Hoolock_tianxing,TA,2,Hoolock_tianxing_TA_2,0.844660194,I,high
A028,Hoolock_tianxing,TA,1,Hoolock_tianxing_TA_1,0.879245283,I,high
A074,Hoolock_tianxing,TA,3,Hoolock_tianxing_TA_3,0.525,F,middle
A050,Hoolock_tianxing,TA,2,Hoolock_tianxing_TA_2,0.844660194,I,high
A073,Hoolock_tianxing,TA,3,Hoolock_tianxing_TA_3,0.525,F,middle
