ID,Species,Group,month,spe_month,Leaf_pro,Leaf_level,leaf_group
G22012007G6M2,Nomascus_concolor,G6,1,Nomascus_concolor_G6_1,0.300337458,D,high
G22010205G6B16,Nomascus_concolor,G6,1,Nomascus_concolor_G6_1,0.300337458,D,high
G22012901G6A16,Nomascus_concolor,G6,1,Nomascus_concolor_G6_1,0.300337458,D,high
G22012002G6A,Nomascus_concolor,G6,1,Nomascus_concolor_G6_1,0.300337458,D,high
G22012006G6A19,Nomascus_concolor,G6,1,Nomascus_concolor_G6_1,0.300337458,D,high
G22012004G6M2,Nomascus_concolor,G6,1,Nomascus_concolor_G6_1,0.300337458,D,high
G22012903G6A,Nomascus_concolor,G6,1,Nomascus_concolor_G6_1,0.300337458,D,high
G22011401G6B,Nomascus_concolor,G6,1,Nomascus_concolor_G6_1,0.300337458,D,high
G22010903G6A,Nomascus_concolor,G6,1,Nomascus_concolor_G6_1,0.300337458,D,high
G22011801G6B16,Nomascus_concolor,G6,1,Nomascus_concolor_G6_1,0.300337458,D,high
G21071001G6A19,Nomascus_concolor,G6,7,Nomascus_concolor_G6_7,0.252699784,C,high
G21070801G6B,Nomascus_concolor,G6,7,Nomascus_concolor_G6_7,0.252699784,C,high
G21071003G6M2,Nomascus_concolor,G6,7,Nomascus_concolor_G6_7,0.252699784,C,high
G21071004G6A13,Nomascus_concolor,G6,7,Nomascus_concolor_G6_7,0.252699784,C,high
G21070802G6A,Nomascus_concolor,G6,7,Nomascus_concolor_G6_7,0.252699784,C,high
G21070803G6A16,Nomascus_concolor,G6,7,Nomascus_concolor_G6_7,0.252699784,C,high
G21070804G6A16,Nomascus_concolor,G6,7,Nomascus_concolor_G6_7,0.252699784,C,high
G21071201G6A13,Nomascus_concolor,G6,7,Nomascus_concolor_G6_7,0.252699784,C,high
G21071202G6A13,Nomascus_concolor,G6,7,Nomascus_concolor_G6_7,0.252699784,C,high
G21070803G5B13,Nomascus_concolor,G5,7,Nomascus_concolor_G5_7,0.252699784,C,high
G21070801G5M3,Nomascus_concolor,G5,7,Nomascus_concolor_G5_7,0.252699784,C,high
G21070901G5M3,Nomascus_concolor,G5,7,Nomascus_concolor_G5_7,0.252699784,C,high
G21071102G5A,Nomascus_concolor,G5,7,Nomascus_concolor_G5_7,0.252699784,C,high
G21030307G4D,Nomascus_concolor,G4,3,Nomascus_concolor_G4_3,0.311594203,D,high
G21030308G4B09,Nomascus_concolor,G4,3,Nomascus_concolor_G4_3,0.311594203,D,high
G21030310G4B,Nomascus_concolor,G4,3,Nomascus_concolor_G4_3,0.311594203,D,high
G21030304G4C12,Nomascus_concolor,G4,3,Nomascus_concolor_G4_3,0.311594203,D,high
G21030306G4M2,Nomascus_concolor,G4,3,Nomascus_concolor_G4_3,0.311594203,D,high
G21051402G5B13,Nomascus_concolor,G5,11,Nomascus_concolor_G5_11,0.064841499,A,low
G21111301G5B13,Nomascus_concolor,G5,11,Nomascus_concolor_G5_11,0.064841499,A,low
G21110401G6A19,Nomascus_concolor,G6,11,Nomascus_concolor_G6_11,0.064841499,A,low
G21110402G6A16,Nomascus_concolor,G6,11,Nomascus_concolor_G6_11,0.064841499,A,low
G21062206G6M2,Nomascus_concolor,G6,6,Nomascus_concolor_G6_6,0.114519427,B,low
G21062201G6A,Nomascus_concolor,G6,6,Nomascus_concolor_G6_6,0.114519427,B,low
G21062203G6M2,Nomascus_concolor,G6,6,Nomascus_concolor_G6_6,0.114519427,B,low
G21062204G6B16,Nomascus_concolor,G6,6,Nomascus_concolor_G6_6,0.114519427,B,low
G21061801G6B,Nomascus_concolor,G6,6,Nomascus_concolor_G6_6,0.114519427,B,low
G21110804G6A,Nomascus_concolor,G6,11,Nomascus_concolor_G6_11,0.064841499,A,low
G21110803G6A19,Nomascus_concolor,G6,11,Nomascus_concolor_G6_11,0.064841499,A,low
G21101601G6B,Nomascus_concolor,G6,10,Nomascus_concolor_G6_10,0.033613445,A,low
G21100104G6M2,Nomascus_concolor,G6,10,Nomascus_concolor_G6_10,0.033613445,A,low
G21111801G6B,Nomascus_concolor,G6,11,Nomascus_concolor_G6_11,0.064841499,A,low
G21101305G6A16,Nomascus_concolor,G6,10,Nomascus_concolor_G6_10,0.033613445,A,low
G21100201G6M2,Nomascus_concolor,G6,10,Nomascus_concolor_G6_10,0.033613445,A,low
G21100202G6M2,Nomascus_concolor,G6,10,Nomascus_concolor_G6_10,0.033613445,A,low
G21101303G6A,Nomascus_concolor,G6,10,Nomascus_concolor_G6_10,0.033613445,A,low
G21112201G6B,Nomascus_concolor,G6,11,Nomascus_concolor_G6_11,0.064841499,A,low
G21110801G6A13,Nomascus_concolor,G6,11,Nomascus_concolor_G6_11,0.064841499,A,low
G21110702G6A,Nomascus_concolor,G6,11,Nomascus_concolor_G6_11,0.064841499,A,low
G21101301G6B,Nomascus_concolor,G6,10,Nomascus_concolor_G6_10,0.033613445,A,low
G21101302G6A,Nomascus_concolor,G6,10,Nomascus_concolor_G6_10,0.033613445,A,low
G21100105G6A,Nomascus_concolor,G6,10,Nomascus_concolor_G6_10,0.033613445,A,low
G21100106G6B,Nomascus_concolor,G6,10,Nomascus_concolor_G6_10,0.033613445,A,low
G21100108G6B16,Nomascus_concolor,G6,10,Nomascus_concolor_G6_10,0.033613445,A,low
G21101202G6M2,Nomascus_concolor,G6,10,Nomascus_concolor_G6_10,0.033613445,A,low
G21100101G6A16,Nomascus_concolor,G6,10,Nomascus_concolor_G6_10,0.033613445,A,low
G21100103G6A13,Nomascus_concolor,G6,10,Nomascus_concolor_G6_10,0.033613445,A,low
G21101304G6B,Nomascus_concolor,G6,10,Nomascus_concolor_G6_10,0.033613445,A,low
G21110301G5B13,Nomascus_concolor,G5,11,Nomascus_concolor_G5_11,0.064841499,A,low
G21111401G5B13,Nomascus_concolor,G5,11,Nomascus_concolor_G5_11,0.064841499,A,low
G21112501G5A,Nomascus_concolor,G5,11,Nomascus_concolor_G5_11,0.064841499,A,low
G21092501G4B,Nomascus_concolor,G4,9,Nomascus_concolor_G4_9,0.079365079,A,low
G21092503G4B12,Nomascus_concolor,G4,9,Nomascus_concolor_G4_9,0.079365079,A,low
G21092406G4C12,Nomascus_concolor,G4,9,Nomascus_concolor_G4_9,0.079365079,A,low
G21092402G4M2,Nomascus_concolor,G4,9,Nomascus_concolor_G4_9,0.079365079,A,low
G21092401G4D,Nomascus_concolor,G4,9,Nomascus_concolor_G4_9,0.079365079,A,low
G21091902G6A13,Nomascus_concolor,G6,9,Nomascus_concolor_G6_9,0.079365079,A,low
G21091801G6M2,Nomascus_concolor,G6,9,Nomascus_concolor_G6_9,0.079365079,A,low
G21091802G6A16,Nomascus_concolor,G6,9,Nomascus_concolor_G6_9,0.079365079,A,low
G21092201G6A,Nomascus_concolor,G6,9,Nomascus_concolor_G6_9,0.079365079,A,low
G21092202G6M2,Nomascus_concolor,G6,9,Nomascus_concolor_G6_9,0.079365079,A,low
G21091901G6A16,Nomascus_concolor,G6,9,Nomascus_concolor_G6_9,0.079365079,A,low
G21092001G6B,Nomascus_concolor,G6,9,Nomascus_concolor_G6_9,0.079365079,A,low
G21092301G6A,Nomascus_concolor,G6,9,Nomascus_concolor_G6_9,0.079365079,A,low
G21092703G6B,Nomascus_concolor,G6,9,Nomascus_concolor_G6_9,0.079365079,A,low
G21082801G6B,Nomascus_concolor,G6,8,Nomascus_concolor_G6_8,0.04189044,A,low
G21082103G6M2,Nomascus_concolor,G6,8,Nomascus_concolor_G6_8,0.04189044,A,low
G21082902G6M2,Nomascus_concolor,G6,8,Nomascus_concolor_G6_8,0.04189044,A,low
G21082903G6A16,Nomascus_concolor,G6,8,Nomascus_concolor_G6_8,0.04189044,A,low
G21082904G6B16,Nomascus_concolor,G6,8,Nomascus_concolor_G6_8,0.04189044,A,low
G21082104G6A13,Nomascus_concolor,G6,8,Nomascus_concolor_G6_8,0.04189044,A,low
G21082105G6B16,Nomascus_concolor,G6,8,Nomascus_concolor_G6_8,0.04189044,A,low
G21092701G6M2,Nomascus_concolor,G6,9,Nomascus_concolor_G6_9,0.079365079,A,low
G21081301G6M2,Nomascus_concolor,G6,8,Nomascus_concolor_G6_8,0.04189044,A,low
G21081302G6A16,Nomascus_concolor,G6,8,Nomascus_concolor_G6_8,0.04189044,A,low
G21081303G6B16,Nomascus_concolor,G6,8,Nomascus_concolor_G6_8,0.04189044,A,low
G21090202G6B,Nomascus_concolor,G6,9,Nomascus_concolor_G6_9,0.079365079,A,low
G21091803G6A,Nomascus_concolor,G6,9,Nomascus_concolor_G6_9,0.079365079,A,low
G21090201G6A,Nomascus_concolor,G6,9,Nomascus_concolor_G6_9,0.079365079,A,low
G21091804G6B,Nomascus_concolor,G6,9,Nomascus_concolor_G6_9,0.079365079,A,low
