ID,Species,Leaf_pro,leaf_group
Y005,Hoolock_tianxing,0.051502146,low
Y019,Hoolock_tianxing,0.069069069,low
Y008,Hoolock_tianxing,0.051502146,low
Y033,Hoolock_tianxing,0.069069069,low
Y010,Hoolock_tianxing,0.051502146,low
Y018,Hoolock_tianxing,0.069069069,low
Y015,Hoolock_tianxing,0.069069069,low
Y026,Hoolock_tianxing,0.069069069,low
Y031,Hoolock_tianxing,0.069069069,low
Y016,Hoolock_tianxing,0.069069069,low
Y012,Hoolock_tianxing,0.051502146,low
Y011,Hoolock_tianxing,0.051502146,low
Y032,Hoolock_tianxing,0.069069069,low
Y017,Hoolock_tianxing,0.069069069,low
Y036,Hoolock_tianxing,0.069069069,low
Y037,Hoolock_tianxing,0.069069069,low
Y038,Hoolock_tianxing,0.069069069,low
X032,Hoolock_tianxing,0.093117409,low
X027,Hoolock_tianxing,0.093117409,low
C026,Hoolock_tianxing,0.329608939,low
C033,Hoolock_tianxing,0.329608939,low
C006,Hoolock_tianxing,0.324444444,low
C025,Hoolock_tianxing,0.329608939,low
C007,Hoolock_tianxing,0.324444444,low
C028,Hoolock_tianxing,0.329608939,low
C029,Hoolock_tianxing,0.329608939,low
C034,Hoolock_tianxing,0.329608939,low
X050,Hoolock_tianxing,0.373786408,low
X052,Hoolock_tianxing,0.373786408,low
X051,Hoolock_tianxing,0.373786408,low
C030,Hoolock_tianxing,0.329608939,low
C027,Hoolock_tianxing,0.329608939,low
X041,Hoolock_tianxing,0.373786408,low
C014,Hoolock_tianxing,0.324444444,low
C005,Hoolock_tianxing,0.324444444,low
C011,Hoolock_tianxing,0.324444444,low
C012,Hoolock_tianxing,0.324444444,low
C013,Hoolock_tianxing,0.324444444,low
X045,Hoolock_tianxing,0.373786408,low
X044,Hoolock_tianxing,0.373786408,low
C024,Hoolock_tianxing,0.329608939,low
X053,Hoolock_tianxing,0.373786408,low
X054,Hoolock_tianxing,0.373786408,low
X043,Hoolock_tianxing,0.373786408,low
X042,Hoolock_tianxing,0.373786408,low
C008,Hoolock_tianxing,0.324444444,low
C004,Hoolock_tianxing,0.324444444,low
C003,Hoolock_tianxing,0.324444444,low
X049,Hoolock_tianxing,0.373786408,low
X048,Hoolock_tianxing,0.373786408,low
C002,Hoolock_tianxing,0.324444444,low
C009,Hoolock_tianxing,0.324444444,low
C015,Hoolock_tianxing,0.324444444,low
C018,Hoolock_tianxing,0.329608939,low
C016,Hoolock_tianxing,0.329608939,low
C023,Hoolock_tianxing,0.329608939,low
C001,Hoolock_tianxing,0.324444444,low
C021,Hoolock_tianxing,0.329608939,low
C022,Hoolock_tianxing,0.329608939,low
C010,Hoolock_tianxing,0.324444444,low
C019,Hoolock_tianxing,0.329608939,low
X047,Hoolock_tianxing,0.373786408,low
X046,Hoolock_tianxing,0.373786408,low
A110,Hoolock_tianxing,0.375706215,middle
A113,Hoolock_tianxing,0.375706215,middle
A114,Hoolock_tianxing,0.375706215,middle
A111,Hoolock_tianxing,0.375706215,middle
A125,Hoolock_tianxing,0.375706215,middle
A112,Hoolock_tianxing,0.375706215,middle
A108,Hoolock_tianxing,0.375706215,middle
A126,Hoolock_tianxing,0.375706215,middle
A107,Hoolock_tianxing,0.375706215,middle
A115,Hoolock_tianxing,0.375706215,middle
A106,Hoolock_tianxing,0.375706215,middle
A105,Hoolock_tianxing,0.375706215,middle
A099,Hoolock_tianxing,0.375706215,middle
A100,Hoolock_tianxing,0.375706215,middle
A109,Hoolock_tianxing,0.375706215,middle
A116,Hoolock_tianxing,0.375706215,middle
A124,Hoolock_tianxing,0.375706215,middle
A117,Hoolock_tianxing,0.375706215,middle
A118,Hoolock_tianxing,0.375706215,middle
A101,Hoolock_tianxing,0.375706215,middle
A123,Hoolock_tianxing,0.375706215,middle
A122,Hoolock_tianxing,0.375706215,middle
A119,Hoolock_tianxing,0.375706215,middle
A102,Hoolock_tianxing,0.375706215,middle
A103,Hoolock_tianxing,0.375706215,middle
A121,Hoolock_tianxing,0.375706215,middle
A104,Hoolock_tianxing,0.375706215,middle
A120,Hoolock_tianxing,0.375706215,middle
C0104,Nomascus_hainanus,0.456521739,high
C0103,Nomascus_hainanus,0.456521739,high
C0102,Nomascus_hainanus,0.456521739,high
C0105,Nomascus_hainanus,0.456521739,high
C0106,Nomascus_hainanus,0.456521739,high
C0108,Nomascus_hainanus,0.456521739,high
C0117,Nomascus_hainanus,0.456521739,high
C0114,Nomascus_hainanus,0.456521739,high
C0113,Nomascus_hainanus,0.456521739,high
C0112,Nomascus_hainanus,0.456521739,high
C0115,Nomascus_hainanus,0.456521739,high
C0116,Nomascus_hainanus,0.456521739,high
C0111,Nomascus_hainanus,0.456521739,high
C0110,Nomascus_hainanus,0.456521739,high
B2022042910,Nomascus_hainanus,0.022821577,low
B2022031108,Nomascus_hainanus,0.090024331,high
B2022042804,Nomascus_hainanus,0.022821577,low
B2022031107,Nomascus_hainanus,0.090024331,high
B2022030704,Nomascus_hainanus,0.090024331,high
B2022042601,Nomascus_hainanus,0.022821577,low
B2022030806,Nomascus_hainanus,0.090024331,high
B2022031311,Nomascus_hainanus,0.090024331,high
B2022030703,Nomascus_hainanus,0.090024331,high
B2022042807,Nomascus_hainanus,0.022821577,low
B2022042703,Nomascus_hainanus,0.022821577,low
B2022042602,Nomascus_hainanus,0.022821577,low
B2022030601,Nomascus_hainanus,0.090024331,high
B2022031812,Nomascus_hainanus,0.090024331,high
B2022042805,Nomascus_hainanus,0.022821577,low
B2022042909,Nomascus_hainanus,0.022821577,low
B2022042911,Nomascus_hainanus,0.022821577,low
B2022031106,Nomascus_hainanus,0.090024331,high
B2022042808,Nomascus_hainanus,0.022821577,low
B2022042806,Nomascus_hainanus,0.022821577,low
B2022030602,Nomascus_hainanus,0.090024331,high
B2022031210,Nomascus_hainanus,0.090024331,high
B2022070701,Nomascus_hainanus,0.057866184,middle
B2022062005,Nomascus_hainanus,0.016759777,low
B2022110201,Nomascus_hainanus,0.077372263,high
B2022101107,Nomascus_hainanus,0.050874404,middle
B2022090305,Nomascus_hainanus,0.019061584,low
B2022090306,Nomascus_hainanus,0.019061584,low
B2022071605,Nomascus_hainanus,0.057866184,middle
B2022090201,Nomascus_hainanus,0.019061584,low
B2022090307,Nomascus_hainanus,0.019061584,low
B2022050702,Nomascus_hainanus,0.049342105,middle
B2022101208,Nomascus_hainanus,0.050874404,middle
B2022051003,Nomascus_hainanus,0.049342105,middle
B2022090202,Nomascus_hainanus,0.019061584,low
B2022050601,Nomascus_hainanus,0.049342105,middle
B2022100706,Nomascus_hainanus,0.050874404,middle
B2022082113,Nomascus_hainanus,0.048169557,middle
B2022082111,Nomascus_hainanus,0.048169557,middle
B2022080302,Nomascus_hainanus,0.048169557,middle
B2022090203,Nomascus_hainanus,0.019061584,low
B2022090204,Nomascus_hainanus,0.019061584,low
B2022090308,Nomascus_hainanus,0.019061584,low
B2022051004,Nomascus_hainanus,0.049342105,middle
B2022062004,Nomascus_hainanus,0.016759777,low
B2022110506,Nomascus_hainanus,0.077372263,high
B2022090510,Nomascus_hainanus,0.019061584,low
B2022101209,Nomascus_hainanus,0.050874404,middle
B2022101211,Nomascus_hainanus,0.050874404,middle
B2022090511,Nomascus_hainanus,0.019061584,low
B2022061301,Nomascus_hainanus,0.016759777,low
B2022100605,Nomascus_hainanus,0.050874404,middle
B2022101210,Nomascus_hainanus,0.050874404,middle
B2022111313,Nomascus_hainanus,0.077372263,high
B2022082215,Nomascus_hainanus,0.048169557,middle
B2022110608,Nomascus_hainanus,0.077372263,high
B2022110607,Nomascus_hainanus,0.077372263,high
B2022110304,Nomascus_hainanus,0.077372263,high
B2022110203,Nomascus_hainanus,0.077372263,high
B2022100604,Nomascus_hainanus,0.050874404,middle
B2022101614,Nomascus_hainanus,0.050874404,middle
B2022110609,Nomascus_hainanus,0.077372263,high
B2022082216,Nomascus_hainanus,0.048169557,middle
B2022080305,Nomascus_hainanus,0.048169557,middle
B2022100601,Nomascus_hainanus,0.050874404,middle
B2022100602,Nomascus_hainanus,0.050874404,middle
B2022051506,Nomascus_hainanus,0.049342105,middle
B2022082217,Nomascus_hainanus,0.048169557,middle
B2022082219,Nomascus_hainanus,0.048169557,middle
B2022101312,Nomascus_hainanus,0.050874404,middle
B2022061303,Nomascus_hainanus,0.016759777,low
B2022051509,Nomascus_hainanus,0.049342105,middle
B2022051507,Nomascus_hainanus,0.049342105,middle
B2022081809,Nomascus_hainanus,0.048169557,middle
B2022110812,Nomascus_hainanus,0.077372263,high
B2022061302,Nomascus_hainanus,0.016759777,low
B2022051508,Nomascus_hainanus,0.049342105,middle
B2022090409,Nomascus_hainanus,0.019061584,low
B2022110305,Nomascus_hainanus,0.077372263,high
B2022071604,Nomascus_hainanus,0.057866184,middle
C220216,Nomascus_hainanus,0.053229241,middle
C220214,Nomascus_hainanus,0.053229241,middle
C220209,Nomascus_hainanus,0.053229241,middle
C220208,Nomascus_hainanus,0.053229241,middle
C220304,Nomascus_hainanus,0.068965517,high
C220305,Nomascus_hainanus,0.068965517,high
C220210,Nomascus_hainanus,0.053229241,middle
C220212,Nomascus_hainanus,0.053229241,middle
C220215,Nomascus_hainanus,0.053229241,middle
C220213,Nomascus_hainanus,0.053229241,middle
C220211,Nomascus_hainanus,0.053229241,middle
C220207,Nomascus_hainanus,0.053229241,middle
C220312,Nomascus_hainanus,0.068965517,high
C220303,Nomascus_hainanus,0.068965517,high
C220204,Nomascus_hainanus,0.053229241,middle
C220203,Nomascus_hainanus,0.053229241,middle
C220218,Nomascus_hainanus,0.053229241,middle
C220302,Nomascus_hainanus,0.068965517,high
C220205,Nomascus_hainanus,0.053229241,middle
C220206,Nomascus_hainanus,0.053229241,middle
B2022110811,Nomascus_hainanus,0.077372263,high
B2022060401,Nomascus_hainanus,0.016759777,low
C220502,Nomascus_hainanus,0.038610039,middle
C220503,Nomascus_hainanus,0.038610039,middle
C220511,Nomascus_hainanus,0.038610039,middle
C220512,Nomascus_hainanus,0.038610039,middle
C220602,Nomascus_hainanus,0,low
C220510,Nomascus_hainanus,0.038610039,middle
C220515,Nomascus_hainanus,0.038610039,middle
C220506,Nomascus_hainanus,0.038610039,middle
C220507,Nomascus_hainanus,0.038610039,middle
C220514,Nomascus_hainanus,0.038610039,middle
C220509,Nomascus_hainanus,0.038610039,middle
C220501,Nomascus_hainanus,0.038610039,middle
C220604,Nomascus_hainanus,0,low
C220607,Nomascus_hainanus,0,low
C220508,Nomascus_hainanus,0.038610039,middle
B2022060501,Nomascus_hainanus,0.016759777,low
C220606,Nomascus_hainanus,0,low
C220609,Nomascus_hainanus,0,low
C220513,Nomascus_hainanus,0.038610039,middle
B2022051305,Nomascus_hainanus,0.049342105,middle
B2022080407,Nomascus_hainanus,0.048169557,middle
C220601,Nomascus_hainanus,0,low
C2206010,Nomascus_hainanus,0,low
C2206011,Nomascus_hainanus,0,low
C2206012,Nomascus_hainanus,0,low
B2022120602,Nomascus_hainanus,0.054276316,middle
B2022120603,Nomascus_hainanus,0.054276316,middle
B2022120604,Nomascus_hainanus,0.054276316,middle
B2022121010,Nomascus_hainanus,0.054276316,middle
B2022121009,Nomascus_hainanus,0.054276316,middle
B2022120907,Nomascus_hainanus,0.054276316,middle
B2022120908,Nomascus_hainanus,0.054276316,middle
B2022120605,Nomascus_hainanus,0.054276316,middle
B2022120401,Nomascus_hainanus,0.054276316,middle
B2022120806,Nomascus_hainanus,0.054276316,middle
C220908,Nomascus_hainanus,0.003322259,low
C221110,Nomascus_hainanus,0.045454545,middle
C220313,Nomascus_hainanus,0.068965517,high
C220306,Nomascus_hainanus,0.068965517,high
C220201,Nomascus_hainanus,0.053229241,middle
C220311,Nomascus_hainanus,0.068965517,high
C220307,Nomascus_hainanus,0.068965517,high
C220314,Nomascus_hainanus,0.068965517,high
C220202,Nomascus_hainanus,0.053229241,middle
C220308,Nomascus_hainanus,0.068965517,high
C220310,Nomascus_hainanus,0.068965517,high
C220315,Nomascus_hainanus,0.068965517,high
C220316,Nomascus_hainanus,0.068965517,high
C220317,Nomascus_hainanus,0.068965517,high
C220318,Nomascus_hainanus,0.068965517,high
C220319,Nomascus_hainanus,0.068965517,high
C220309,Nomascus_hainanus,0.068965517,high
C220910,Nomascus_hainanus,0.003322259,low
C220706,Nomascus_hainanus,0.064516129,high
C220907,Nomascus_hainanus,0.003322259,low
C221108,Nomascus_hainanus,0.045454545,middle
C220911,Nomascus_hainanus,0.003322259,low
C221019,Nomascus_hainanus,0.021538462,low
C221005,Nomascus_hainanus,0.021538462,low
C221008,Nomascus_hainanus,0.021538462,low
C221004,Nomascus_hainanus,0.021538462,low
C220707,Nomascus_hainanus,0.064516129,high
C221017,Nomascus_hainanus,0.021538462,low
C221117,Nomascus_hainanus,0.045454545,middle
C221009,Nomascus_hainanus,0.021538462,low
C221014,Nomascus_hainanus,0.021538462,low
C220709,Nomascus_hainanus,0.064516129,high
C220710,Nomascus_hainanus,0.064516129,high
C221015,Nomascus_hainanus,0.021538462,low
C220804,Nomascus_hainanus,0.023323615,low
C220708,Nomascus_hainanus,0.064516129,high
C220711,Nomascus_hainanus,0.064516129,high
C220712,Nomascus_hainanus,0.064516129,high
C2206016,Nomascus_hainanus,0,low
C2206017,Nomascus_hainanus,0,low
C220805,Nomascus_hainanus,0.023323615,low
C221101,Nomascus_hainanus,0.045454545,middle
C221107,Nomascus_hainanus,0.045454545,middle
C221010,Nomascus_hainanus,0.021538462,low
C221118,Nomascus_hainanus,0.045454545,middle
C221011,Nomascus_hainanus,0.021538462,low
C220801,Nomascus_hainanus,0.023323615,low
C221210,Nomascus_hainanus,0.02413273,low
C221111,Nomascus_hainanus,0.045454545,middle
C221102,Nomascus_hainanus,0.045454545,middle
C221114,Nomascus_hainanus,0.045454545,middle
C220903,Nomascus_hainanus,0.003322259,low
C221109,Nomascus_hainanus,0.045454545,middle
C2206015,Nomascus_hainanus,0,low
C221012,Nomascus_hainanus,0.021538462,low
C221013,Nomascus_hainanus,0.021538462,low
C220902,Nomascus_hainanus,0.003322259,low
C220904,Nomascus_hainanus,0.003322259,low
C220905,Nomascus_hainanus,0.003322259,low
C221001,Nomascus_hainanus,0.021538462,low
C221106,Nomascus_hainanus,0.045454545,middle
C220713,Nomascus_hainanus,0.064516129,high
C220806,Nomascus_hainanus,0.023323615,low
C220714,Nomascus_hainanus,0.064516129,high
C220715,Nomascus_hainanus,0.064516129,high
C220716,Nomascus_hainanus,0.064516129,high
C221003,Nomascus_hainanus,0.021538462,low
C221113,Nomascus_hainanus,0.045454545,middle
C220906,Nomascus_hainanus,0.003322259,low
C220701,Nomascus_hainanus,0.064516129,high
C220802,Nomascus_hainanus,0.023323615,low
C220803,Nomascus_hainanus,0.023323615,low
C220809,Nomascus_hainanus,0.023323615,low
C220901,Nomascus_hainanus,0.003322259,low
C220811,Nomascus_hainanus,0.023323615,low
C221116,Nomascus_hainanus,0.045454545,middle
C220810,Nomascus_hainanus,0.023323615,low
C221115,Nomascus_hainanus,0.045454545,middle
C221104,Nomascus_hainanus,0.045454545,middle
C221105,Nomascus_hainanus,0.045454545,middle
C221002,Nomascus_hainanus,0.021538462,low
C221103,Nomascus_hainanus,0.045454545,middle
C221208,Nomascus_hainanus,0.02413273,low
C220812,Nomascus_hainanus,0.023323615,low
C221206,Nomascus_hainanus,0.02413273,low
C221207,Nomascus_hainanus,0.02413273,low
C221112,Nomascus_hainanus,0.045454545,middle
C220808,Nomascus_hainanus,0.023323615,low
C220702,Nomascus_hainanus,0.064516129,high
C221209,Nomascus_hainanus,0.02413273,low
C220703,Nomascus_hainanus,0.064516129,high
C220704,Nomascus_hainanus,0.064516129,high
C221202,Nomascus_hainanus,0.02413273,low
C221203,Nomascus_hainanus,0.02413273,low
C221201,Nomascus_hainanus,0.02413273,low
C221205,Nomascus_hainanus,0.02413273,low
C221204,Nomascus_hainanus,0.02413273,low
B2022010813,Nomascus_hainanus,0.313148789,high
B2022010816,Nomascus_hainanus,0.313148789,high
B2022010815,Nomascus_hainanus,0.313148789,high
B2022021001,Nomascus_hainanus,0.201244813,high
B2022021102,Nomascus_hainanus,0.201244813,high
B2022021103,Nomascus_hainanus,0.201244813,high
B2022021104,Nomascus_hainanus,0.201244813,high
B2022010203,Nomascus_hainanus,0.313148789,high
B2022010201,Nomascus_hainanus,0.313148789,high
B2022010204,Nomascus_hainanus,0.313148789,high
B2022010611,Nomascus_hainanus,0.313148789,high
B2022010612,Nomascus_hainanus,0.313148789,high
B2022010507,Nomascus_hainanus,0.313148789,high
B2022021311,Nomascus_hainanus,0.201244813,high
B2022021209,Nomascus_hainanus,0.201244813,high
B2022021310,Nomascus_hainanus,0.201244813,high
B2022021312,Nomascus_hainanus,0.201244813,high
B2022021207,Nomascus_hainanus,0.201244813,high
B2022010405,Nomascus_hainanus,0.313148789,high
B2022010506,Nomascus_hainanus,0.313148789,high
B2022021105,Nomascus_hainanus,0.201244813,high
C220407,Nomascus_hainanus,0.279697624,high
B2022021208,Nomascus_hainanus,0.201244813,high
C220409,Nomascus_hainanus,0.279697624,high
C220401,Nomascus_hainanus,0.279697624,high
C220403,Nomascus_hainanus,0.279697624,high
C220408,Nomascus_hainanus,0.279697624,high
C220406,Nomascus_hainanus,0.279697624,high
C220411,Nomascus_hainanus,0.279697624,high
C220413,Nomascus_hainanus,0.279697624,high
C220404,Nomascus_hainanus,0.279697624,high
C220405,Nomascus_hainanus,0.279697624,high
